Protein,Gamma-adducin,>tr|A0A087WX08|A0A087WX08_HUMAN Gamma-adducin OS=Homo sapiens GN=ADD3 PE=1 SV=1;>sp|Q9UEY8-2|ADDG_HUMAN Isoform 1 of Gamma-adducin OS=Homo sapiens GN=ADD3;>sp|Q9UEY8|ADDG_HUMAN Gamma-adducin OS=Homo sapiens GN=ADD3 PE=1 SV=1,ADD3,0.812475961,138710,105830,,,160130,145930,94084,186700,171070,205770,153120,122220,120690,123390,72087,87332,123600,106420,114670,119060,84058,120400,86907,101490,124960,101070,120920,119820,164570,112040,106890,97305,63201,88699
Protein,Sodium/potassium-transporting ATPase subunit alpha-1,>sp|P05023-4|AT1A1_HUMAN Isoform 4 of Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1;>sp|P05023|AT1A1_HUMAN Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1;>sp|P05023-3|AT1A1_HUMAN Is,ATP1A1,0.798314347,158980,70470,,,158180,137100,99647,132930,116220,96579,95591,83724,80039,90671,70586,59364,144570,118700,124320,102730,75130,63991,142010,105110,64628,80322,97729,105900,84028,76887,77415,83110,113370,170530
Protein,Catalase,>sp|P04040|CATA_HUMAN Catalase OS=Homo sapiens GN=CAT PE=1 SV=3,CAT,0.774704693,6824800,5350500,18974000,6220400,4733500,5332300,3557000,4641600,2472300,3421300,5740000,5861600,6785900,8225300,11078000,7154500,7567400,7141400,8382200,8787100,8178200,6599300,13529000,12941000,10214000,11899000,12337000,8423800,7081700,7797700,12707000,10005000,13041000,14209000
Protein,Calpain-5,>tr|A0A087X0C8|A0A087X0C8_HUMAN Calpain-5 OS=Homo sapiens GN=CAPN5 PE=1 SV=1;>tr|E7EV01|E7EV01_HUMAN Calpain-5 OS=Homo sapiens GN=CAPN5 PE=1 SV=2;>sp|O15484|CAN5_HUMAN Calpain-5 OS=Homo sapiens GN=CAPN5 PE=1 SV=2,ASB2;CAPN5,0.768830507,108370,55036,,,107690,114930,127370,47599,135390,52120,111070,74598,91211,61666,66014,46536,59548,96797,128640,134090,148340,156920,89195,49907,165110,182260,124990,126520,77588,90494,175070,200810,125800,201180
Protein,EH domain-containing protein 1,>tr|A0A024R571|A0A024R571_HUMAN EH domain-containing protein 1 OS=Homo sapiens GN=EHD1 PE=1 SV=1;>sp|Q9H4M9|EHD1_HUMAN EH domain-containing protein 1 OS=Homo sapiens GN=EHD1 PE=1 SV=2;>tr|C9J2Z4|C9J2Z4_HUMAN EH domain-containing protein 1 (Fragment) OS=Hom,EHD1,0.762472453,145400,162180,,,226610,204990,165920,,339090,341250,185070,104790,186670,199450,216740,185620,229830,144870,171430,281890,120020,159890,205470,219170,110540,148140,143950,118400,87537,166850,127180,147600,98517,145710
Protein,CD59 glycoprotein,>tr|E9PNW4|E9PNW4_HUMAN CD59 glycoprotein OS=Homo sapiens GN=CD59 PE=1 SV=1;>tr|E9PR17|E9PR17_HUMAN CD59 glycoprotein OS=Homo sapiens GN=CD59 PE=1 SV=1;>sp|P13987|CD59_HUMAN CD59 glycoprotein OS=Homo sapiens GN=CD59 PE=1 SV=1;>tr|H0YET2|H0YET2_HUMAN CD59 g,CD59,0.756403493,1258700,446620,559730,697340,598880,467640,890620,267120,,239880,954130,884270,856920,430330,707980,415950,449800,461240,710460,,422590,386340,1192900,1029200,2478800,1648100,2366300,1646500,1498500,1049000,932270,2475100,2110300,2489000
Protein,Estradiol 17-beta-dehydrogenase 12,>sp|Q53GQ0|DHB12_HUMAN Very-long-chain 3-oxoacyl-CoA reductase OS=Homo sapiens GN=HSD17B12 PE=1 SV=2,HSD17B12,0.754918214,42650,39046,,,,,46001,,,29687,61374,,,,,41810,39268,54988,40472,,28063,39135,37392,44121,30317,37511,49058,57264,,45310,45925,,42030,50513
Protein,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial;Glutathione peroxidase",>tr|A0A087X2I2|A0A087X2I2_HUMAN Glutathione peroxidase OS=Homo sapiens GN=GPX4 PE=1 SV=1;>tr|A0A087WT12|A0A087WT12_HUMAN Glutathione peroxidase OS=Homo sapiens GN=GPX4 PE=1 SV=1;>sp|P36969-2|GPX4_HUMAN Isoform Cytoplasmic of Phospholipid hydroperoxide glut,GPX4,0.751251214,181770,76374,,,69040,57474,83743,94919,,49873,168940,114170,73782,91951,102460,91357,90748,91008,151390,,65764,,66058,67258,122980,153000,156170,134990,94403,76966,131500,170500,136350,214600
Protein,Inter-alpha-trypsin inhibitor heavy chain H2,>tr|Q5T985|Q5T985_HUMAN Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens GN=ITIH2 PE=1 SV=1;>tr|A0A087WTE1|A0A087WTE1_HUMAN Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens GN=ITIH2 PE=1 SV=1;>sp|P19823|ITIH2_HUMAN Inter-alpha-tryps,ITIH2,0.741924579,77315,178870,,,106640,272130,192940,92575,188850,122120,,328150,66765,68385,155140,83944,104050,80997,50382,,204170,171900,183520,73549,145800,,,272230,114050,45762,170270,,72817,53594
Protein,Cytokine receptor-like factor 3,>sp|Q8IUI8-2|CRLF3_HUMAN Isoform 2 of Cytokine receptor-like factor 3 OS=Homo sapiens GN=CRLF3;>sp|Q8IUI8|CRLF3_HUMAN Cytokine receptor-like factor 3 OS=Homo sapiens GN=CRLF3 PE=1 SV=2,CRLF3,0.73504581,107470,88375,,,82715,93203,75009,126910,49903,,134800,79767,70603,99901,88039,128470,88793,89232,98151,99988,100660,79519,86710,100900,111590,164470,122750,109790,145310,160530,109570,116480,124970,99820
Protein,Radixin,>sp|P35241|RADI_HUMAN Radixin OS=Homo sapiens GN=RDX PE=1 SV=1;>sp|P35241-5|RADI_HUMAN Isoform 5 of Radixin OS=Homo sapiens GN=RDX;>sp|P35241-4|RADI_HUMAN Isoform 4 of Radixin OS=Homo sapiens GN=RDX;>sp|P35241-2|RADI_HUMAN Isoform 2 of Radixin OS=Homo sapi,RDX,0.727970108,1150900,752330,402010,742380,873360,862600,772110,757350,724020,780810,715690,592430,937080,1116300,810580,636540,600160,573780,713800,740840,428310,486670,442980,526000,398860,300410,296510,528110,518450,639780,469950,203870,344590,601280
Protein,Rho GTPase-activating protein 1,>sp|Q07960|RHG01_HUMAN Rho GTPase-activating protein 1 OS=Homo sapiens GN=ARHGAP1 PE=1 SV=1;>tr|H0YE29|H0YE29_HUMAN Rho GTPase-activating protein 1 (Fragment) OS=Homo sapiens GN=ARHGAP1 PE=1 SV=1,ARHGAP1,0.726148401,71481,45055,,,47766,43444,58826,63619,42774,,50818,37710,53777,69886,56752,67979,45346,47920,56041,,46374,,48656,60881,35404,25322,30513,42387,,53792,44544,34587,27425,
Protein,Extended synaptotagmin-1,>sp|Q9BSJ8|ESYT1_HUMAN Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1;>sp|Q9BSJ8-2|ESYT1_HUMAN Isoform 2 of Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1,ESYT1,0.723774578,23114,19614,,,18511,,,,29836,,,,20056,,,16452,18692,18778,26258,,,,15988,,,,12883,17085,,,,17604,,20898
Protein,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed",>tr|F8W6I7|F8W6I7_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=2;>sp|P09651-3|ROA1_HUMAN Isoform 2 of Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1;>sp|P09651-2|ROA1_HUMAN Isoform A1-A of Heter,HNRNPA1,0.720301394,101050,82276,,,90662,,73818,93586,119400,,,151690,85387,126070,,154230,,136450,94240,115600,115270,89083,78079,87327,106420,92978,88870,26968,,123850,112230,84975,102450,113020
Protein,Hepatoma-derived growth factor,>sp|P51858|HDGF_HUMAN Hepatoma-derived growth factor OS=Homo sapiens GN=HDGF PE=1 SV=1;>sp|P51858-2|HDGF_HUMAN Isoform 2 of Hepatoma-derived growth factor OS=Homo sapiens GN=HDGF;>sp|P51858-3|HDGF_HUMAN Isoform 3 of Hepatoma-derived growth factor OS=Homo s,HDGF,0.684683049,31814,39852,,,40035,42969,28354,42232,43360,,27456,,29531,39266,38695,40117,,30027,42410,37571,40749,32564,,,26320,,28467,,,32079,,27689,26708,27254
Protein,"Malate dehydrogenase, cytoplasmic;Malate dehydrogenase",">sp|P40925|MDHC_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1 PE=1 SV=4;>sp|P40925-3|MDHC_HUMAN Isoform 3 of Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1;>sp|P40925-2|MDHC_HUMAN Isoform 2 of Malate dehydrogenase, cytoplasmic ",MDH1,0.666541992,634550,293580,358060,415100,311840,317400,346530,401710,366670,391690,454430,421560,480910,667850,553130,614970,493420,479790,710010,936130,864020,416850,1084000,738810,634270,613540,769010,651790,749620,1067900,708450,427070,1079100,1020000
Protein,"Integrin alpha-IIb;Integrin alpha-IIb heavy chain;Integrin alpha-IIb light chain, form 1;Integrin alpha-IIb light chain, form 2",>sp|P08514-2|ITA2B_HUMAN Isoform 2 of Integrin alpha-IIb OS=Homo sapiens GN=ITGA2B;>sp|P08514|ITA2B_HUMAN Integrin alpha-IIb OS=Homo sapiens GN=ITGA2B PE=1 SV=3;>sp|P08514-3|ITA2B_HUMAN Isoform 3 of Integrin alpha-IIb OS=Homo sapiens GN=ITGA2B,ITGA2B,0.662905382,60987,299110,,,173620,262910,102150,,214180,370030,81158,153230,324880,143410,68109,123550,223210,205880,59461,,255060,280750,157710,78794,55377,,,278010,195290,239410,75769,,,176480
Protein,Plasma membrane calcium-transporting ATPase 4,>sp|P23634-7|AT2B4_HUMAN Isoform ZB of Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens GN=ATP2B4;>sp|P23634-6|AT2B4_HUMAN Isoform XB of Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens GN=ATP2B4;>sp|P23634-8|AT2B4_HUMAN Isoform Z,ATP2B4,0.660069011,1134700,627980,657460,790040,885450,853750,990320,915530,1528200,963210,1286900,1289300,1053600,909840,665300,545590,891830,994390,623530,222230,566650,957790,1018300,912300,1117100,959850,901100,1029400,926220,812230,958990,1168200,1019400,1473600
Protein,Platelet-activating factor acetylhydrolase IB subunit alpha,>sp|P43034|LIS1_HUMAN Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens GN=PAFAH1B1 PE=1 SV=2,PAFAH1B1,0.660051871,130390,94214,113640,119260,106260,141250,81922,176310,,209540,130150,114520,111680,121780,159220,142480,99479,102880,111880,,163430,104670,202240,122940,106650,179640,79679,80582,114980,191390,117660,137120,213750,238970
Protein,Protein-glutamine gamma-glutamyltransferase 2,>sp|P21980|TGM2_HUMAN Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens GN=TGM2 PE=1 SV=2;>sp|P21980-2|TGM2_HUMAN Isoform 2 of Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens GN=TGM2,TGM2,0.660036693,729590,496450,710220,744650,304550,483330,387680,831970,522740,518110,773170,650960,468180,582240,804890,887090,729070,775890,906330,988420,920770,880050,598790,652820,658620,761370,762980,658860,883840,761980,786900,472840,731870,566130
Protein,F-actin-capping protein subunit alpha-1,>sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens GN=CAPZA1 PE=1 SV=3,CAPZA1,0.657257818,68625,38993,106280,,94757,86215,85357,95211,68186,64845,62820,46174,57388,66570,81411,117200,49114,43127,62058,,55951,,97402,75599,51508,67964,66726,65790,79733,67070,74598,58188,53989,56997
Protein,Leukotriene A-4 hydrolase,>sp|P09960|LKHA4_HUMAN Leukotriene A-4 hydrolase OS=Homo sapiens GN=LTA4H PE=1 SV=2;>sp|P09960-2|LKHA4_HUMAN Isoform 2 of Leukotriene A-4 hydrolase OS=Homo sapiens GN=LTA4H;>sp|P09960-4|LKHA4_HUMAN Isoform 4 of Leukotriene A-4 hydrolase OS=Homo sapiens GN=,LTA4H,0.654871959,157720,261040,166840,,169800,178440,155770,169350,232730,288690,191560,173190,206250,269210,248630,283010,222120,260870,245530,,315160,272500,249960,237240,182540,206160,223870,197630,278560,369470,218950,172840,284370,237950
Protein,"14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed",>sp|P61981|1433G_HUMAN 14-3-3 protein gamma OS=Homo sapiens GN=YWHAG PE=1 SV=2,YWHAG,0.646345421,266290,192660,321220,153100,228390,164610,154340,213450,232950,197610,383300,431510,247030,384170,229220,294540,342160,368810,394520,323430,267690,249270,317830,324030,198960,401020,351660,327290,289810,374410,225920,283610,435520,456390
Protein,Thioredoxin,>sp|P10599|THIO_HUMAN Thioredoxin OS=Homo sapiens GN=TXN PE=1 SV=3;>sp|P10599-2|THIO_HUMAN Isoform 2 of Thioredoxin OS=Homo sapiens GN=TXN,TXN,0.643764328,662950,433810,,,624460,612000,334570,926960,559180,,687210,573000,498970,833070,560170,703920,676460,743390,911840,,931990,,830960,538480,781020,775060,659670,610240,692680,945070,157150,456220,808140,735450
Protein,Ig gamma-3 chain C region,>tr|A0A087WXL8|A0A087WXL8_HUMAN Ig gamma-3 chain C region OS=Homo sapiens GN=IGHG3 PE=1 SV=1;>tr|A0A075B6N8|A0A075B6N8_HUMAN Ig gamma-3 chain C region (Fragment) OS=Homo sapiens GN=IGHG3 PE=1 SV=1;>tr|A0A087WVW2|A0A087WVW2_HUMAN Ig gamma-3 chain C region O,IGHG3,0.642006841,254320,1103900,,,759810,1326900,1124300,837360,1925300,836600,98431,1400900,1037700,562730,835430,319640,2820000,1942700,820970,,834660,1220500,1324900,735310,349050,49983,111600,1258800,476190,361840,955850,173960,61977,342380
Protein,"Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed",">sp|P54577|SYYC_HUMAN Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=YARS PE=1 SV=4;>tr|A0A0C4DGZ5|A0A0C4DGZ5_HUMAN Tyrosine--tRNA ligase OS=Homo sapiens GN=YARS PE=1 SV=1",YARS,0.63854587,604450,354110,,,515930,784160,295580,802520,1167800,685700,320120,242300,257580,339060,171730,289350,216000,349280,424060,486010,243750,210400,124550,312870,100250,70081,81873,196850,288730,233780,235820,80794,73024,500600
Protein,Protein disulfide-isomerase,>tr|H7BZ94|H7BZ94_HUMAN Protein disulfide-isomerase OS=Homo sapiens GN=P4HB PE=1 SV=2;>sp|P07237|PDIA1_HUMAN Protein disulfide-isomerase OS=Homo sapiens GN=P4HB PE=1 SV=3;>tr|H0Y3Z3|H0Y3Z3_HUMAN Protein disulfide-isomerase (Fragment) OS=Homo sapiens GN=P4H,P4HB,0.635899909,144240,114510,,,125500,195640,104250,119480,273210,249870,111560,129260,116850,112110,120370,131910,150440,121930,131310,160020,116040,164170,141820,170430,105090,91013,94949,110990,169560,147100,130550,148720,72829,156370
Protein,Disheveled-associated activator of morphogenesis 1,>sp|Q9Y4D1-2|DAAM1_HUMAN Isoform 2 of Disheveled-associated activator of morphogenesis 1 OS=Homo sapiens GN=DAAM1;>sp|Q9Y4D1|DAAM1_HUMAN Disheveled-associated activator of morphogenesis 1 OS=Homo sapiens GN=DAAM1 PE=1 SV=2;>sp|Q9Y4D1-3|DAAM1_HUMAN Isoform ,DAAM1,0.611709382,249060,183890,,,234340,172150,204010,224200,132530,283820,223140,268930,181120,168810,157310,106450,217400,183530,224670,254510,104390,143870,142760,126210,170290,110930,188760,129500,178600,151160,157130,211170,176100,216090
Protein,Hemoglobin subunit gamma-1,>sp|P69891|HBG1_HUMAN Hemoglobin subunit gamma-1 OS=Homo sapiens GN=HBG1 PE=1 SV=2,HBG1,0.601932116,3222700,658660,2182600,437160,1659200,1250900,205470,1195200,825680,5559300,2462400,2758500,1022100,860660,2781100,687400,244940,551740,481730,576790,3963500,4422700,1452400,661390,442880,369440,996850,1094600,1966800,2919900,1134400,830470,1973400,3550600
Protein,"cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed",>sp|P10644|KAP0_HUMAN cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens GN=PRKAR1A PE=1 SV=1;>sp|P10644-2|KAP0_HUMAN Isoform 2 of cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens GN=PRKAR1A;>tr|K7EPB,PRKAR1A,0.59811055,291080,166820,,276210,230340,217260,162400,217050,218790,231620,181280,143300,133400,103670,93755,78446,133260,128270,209810,260640,98104,169900,100900,119230,132750,110340,164310,139650,120790,160600,54335,78931,140240,239250
Protein,Syntaxin-7,>sp|O15400-2|STX7_HUMAN Isoform 2 of Syntaxin-7 OS=Homo sapiens GN=STX7;>sp|O15400|STX7_HUMAN Syntaxin-7 OS=Homo sapiens GN=STX7 PE=1 SV=4,STX7,0.596983797,186840,119780,,125480,136030,87484,127360,98370,248990,191260,181220,143800,125950,113790,60741,54762,186000,145950,136980,,105900,,101030,156100,139120,122100,228450,196750,189970,123850,120690,159230,130110,203890
Protein,Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain;Haptoglobin-related protein,>sp|P00738|HPT_HUMAN Haptoglobin OS=Homo sapiens GN=HP PE=1 SV=1;>tr|J3QLC9|J3QLC9_HUMAN Haptoglobin (Fragment) OS=Homo sapiens GN=HP PE=1 SV=1;>tr|A0A0C4DGL8|A0A0C4DGL8_HUMAN Haptoglobin OS=Homo sapiens GN=HP PE=1 SV=1;>tr|J3QR68|J3QR68_HUMAN Haptoglobin ,HP;HPR,0.594396857,206460,204100,,,209840,308930,495030,45782,222090,,27383,250700,153600,145890,135920,234850,,135380,187900,523630,363870,253250,710620,993680,93294,13810,41948,861990,98847,48332,424700,7262.7,14103,123450
Protein,14-3-3 protein theta,>sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1;>tr|E9PG15|E9PG15_HUMAN 14-3-3 protein theta (Fragment) OS=Homo sapiens GN=YWHAQ PE=1 SV=1,YWHAQ,0.587039579,249930,200230,,197380,155000,191870,140470,220110,86785,200100,234290,254450,242510,284350,274210,312080,187520,203270,244360,206360,246500,207290,279920,252960,282740,340590,335510,300430,275440,321380,316290,252170,325020,292150
Protein,Copper-transporting ATPase 1,>sp|Q04656-5|ATP7A_HUMAN Isoform 5 of Copper-transporting ATPase 1 OS=Homo sapiens GN=ATP7A;>sp|Q04656|ATP7A_HUMAN Copper-transporting ATPase 1 OS=Homo sapiens GN=ATP7A PE=1 SV=3;>sp|Q04656-2|ATP7A_HUMAN Isoform 1 of Copper-transporting ATPase 1 OS=Homo sa,ATP7A,0.584146603,212100,97783,,,141030,111410,124590,81014,176080,152910,93715,104800,110360,82924,87109,72963,71028,84708,119930,,96776,134130,101870,81637,100860,81482,151840,119330,105420,92138,81496,128140,105180,152600
Protein,Cathepsin G,>sp|P08311|CATG_HUMAN Cathepsin G OS=Homo sapiens GN=CTSG PE=1 SV=2,CTSG,0.581337784,388700,137220,,,165210,852870,272470,729160,231550,527590,492010,196240,861280,1142400,998800,687580,1084500,1076700,628450,396480,282310,360670,442240,554520,122580,,,271790,788670,368620,449640,,,274890
Protein,Carbonic anhydrase 2,>sp|P00918|CAH2_HUMAN Carbonic anhydrase 2 OS=Homo sapiens GN=CA2 PE=1 SV=2,CA2,0.580041831,20447000,14772000,12788000,8138400,18529000,17972000,10892000,26151000,9944400,12381000,21337000,22043000,19351000,23961000,25653000,34837000,23715000,18683000,25196000,5736600,25546000,23213000,25837000,43191000,30938000,29603000,28490000,27186000,33449000,38439000,36560000,26410000,32842000,27065000
Protein,"ATP-dependent 6-phosphofructokinase, liver type",">sp|P17858|PFKAL_HUMAN ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens GN=PFKL PE=1 SV=6;>sp|P17858-2|PFKAL_HUMAN Isoform 2 of ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens GN=PFKL",PFKL,0.574203702,185310,193440,305200,220030,128960,281030,131000,,267490,327430,177360,182890,218530,224020,221180,173100,193000,180890,212630,204400,212570,170220,182390,172860,227700,318230,239770,167520,132340,166060,203630,296570,275480,279950
Protein,Complement factor H,>sp|P08603|CFAH_HUMAN Complement factor H OS=Homo sapiens GN=CFH PE=1 SV=4,CFH,0.569999759,200210,506590,,,490840,513080,986910,32638,470510,83384,22991,706600,208410,189600,268750,115330,232670,313610,46296,,585800,501050,321340,262210,157760,,,749990,164960,45214,222780,,,198890
Protein,Annexin A1,>sp|P04083|ANXA1_HUMAN Annexin A1 OS=Homo sapiens GN=ANXA1 PE=1 SV=2,ANXA1,0.564679824,38546,51305,,,82479,91735,30790,110880,38591,,,,34204,52576,64019,44178,,61857,48139,43444,33329,33474,70669,90522,24317,10346,,43071,,62902,48374,,23084,29716
Protein,Protein DDI1 homolog 2,>sp|Q5TDH0|DDI2_HUMAN Protein DDI1 homolog 2 OS=Homo sapiens GN=DDI2 PE=1 SV=1;>sp|Q5TDH0-3|DDI2_HUMAN Isoform 3 of Protein DDI1 homolog 2 OS=Homo sapiens GN=DDI2;>sp|Q5TDH0-2|DDI2_HUMAN Isoform 2 of Protein DDI1 homolog 2 OS=Homo sapiens GN=DDI2,DDI2,0.558416246,536800,526410,364520,524700,314540,222520,341210,378840,,282530,474010,409760,441110,470080,622220,480800,402140,390800,427660,,397450,,360240,265530,269130,282910,197350,278370,250970,346510,234910,306890,198730,227080
Protein,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",>sp|P31946|1433B_HUMAN 14-3-3 protein beta/alpha OS=Homo sapiens GN=YWHAB PE=1 SV=3,YWHAB,0.555698289,,,,,,4246.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",>sp|P31946-2|1433B_HUMAN Isoform Short of 14-3-3 protein beta/alpha OS=Homo sapiens GN=YWHAB,YWHAB,0.555698289,460350,325940,496590,263730,318650,453890,186100,409530,352530,287150,369670,473400,344370,479180,392680,577400,501290,563110,481920,687090,402530,,365090,463480,373650,328120,476480,371310,409500,494030,427660,320540,511050,446220
